,label,en_tweet,hebrew_tweet,bt_tweet
119,anger,"I've told you a million times, Mr. Harto is just cruel, Pki Bandit Rampok.","אמרתי לך מיליון פעם, מר הרטו פשוט אכזרי, פיקי בנדיט רמפוק.","Aku sudah bilang jutaan kali, Mr Harto hanya kejam, Pki Bandit Rampok."
120,happy,I'll see you in a few minutes.,נתראה בעוד כמה דקות.,Aku akan melihat Anda dalam beberapa menit.
121,anger,"They're going to lose a lot of money from the tobacco tax, the country's debt is going to grow.","הם הולכים להפסיד הרבה כסף ממס הטבק, החוב של המדינה הולך לגדול.","Mereka akan kehilangan banyak uang dari pajak tembakau, hutang negara akan tumbuh."
122,fear,"Uh, but it's not like being treated like that, it's not like it's just a little bit of wild-growing or total-gateling.","אה, אבל זה לא כמו להיות מטופלים ככה, זה לא כמו זה רק קצת פרא גדל או כולל שער.","Eh, tapi itu tidak seperti diperlakukan seperti itu, itu tidak seperti itu hanya sedikit liar tumbuh atau total-golongan."
123,anger,"It's the bus near the office, it's coming at the latest, and if it's naptime on the couch, it's something to tell you.","זה האוטובוס ליד המשרד, זה מגיע לכל המאוחר, ואם זה זמן תנומה על הספה, זה משהו לספר לך.","Ini bus dekat kantor, itu datang pada akhirnya, dan jika tidur siang di sofa, itu sesuatu untuk memberitahu Anda."
124,anger,"[USERNAME] This can't be as good as releasing responsibilities to the backers just based on ToC between Kickstarter as the platform provider crowd-funding, creations and backers.","זה לא יכול להיות טוב כמו שחרור אחריות לתומכים רק מבוסס על TOC בין Kickstarter כמו מימון קהל ספק פלטפורמה, יצירות ותומכים.","Font color = ""# 404040"" USERNAME: Ini tidak dapat sebaik melepaskan tanggung jawab kepada para pendukung hanya didasarkan pada ToC antara Kickstarter sebagai platform penyedia kerumunan-penndanai, penciptaan dan backers."
125,sadness,"There's a kid at school going away or some sort of graduation, taking pictures of his friends wearing clothes and then posting at the IG with a caption 'who's getting married first', and I'm going to get knocked down and I'm going to drink extra joss.","יש ילד בבית הספר שהולך משם או איזה טקס סיום, לוקח תמונות של חבריו לובשים בגדים ולאחר מכן פרסום בIG עם כותרת 'מי מתחתן ראשון', ואני הולך לקבל הפיל ואני הולך לשתות ג'וס נוסף.","Ada seorang anak di sekolah yang pergi atau semacam kelulusan, mengambil gambar teman-temannya mengenakan pakaian dan kemudian posting di IG dengan judul 'yang akan menikah pertama', dan aku akan mendapatkan mengetuk bawah dan aku akan minum jos ekstra."
126,happy,"You're so slow, you want to talk about a to z when you eat so much, you don't crawly, you're getting happier.","אתה כל כך איטי, אתה רוצה לדבר על z כאשר אתה אוכל כל כך הרבה, אתה לא זוחל, אתה מקבל מאושר יותר.","Kau begitu lambat, Anda ingin berbicara tentang z ketika Anda makan begitu banyak, Anda tidak crawly, Anda mendapatkan lebih bahagia."
127,anger,Who's afraid of... who's the only candidate?,מי מפחד מ... מי המועמד היחיד?,Siapa yang takut... Siapa satu-satunya kandidat?
128,anger,"Deceivers, mercy of my nation's capital are led by those who thirst for office without concern for its people, a lie to [USERNAME] [USERNAME]","רמאים, חסדי עיר הבירה של האומה שלי מנוהלים על ידי אלה שצמאים לתפקיד ללא דאגה לאנשיה, שקר [ארה""ב] [ארה""ב]","Penipuan, rahmat dari ibukota bangsa saya dipimpin oleh orang-orang yang haus akan jabatan tanpa mempedulikan rakyatnya, kebohongan kepada [NAMA SERIKAT] [NAMA AS]"
129,fear,"I got a ride with a friend, I didn't have a cell phone, I promised to be picked up at half past two, because I fell asleep, and the one who picked me up didn't go home, got confused.","יש לי טרמפ עם חבר, לא היה לי טלפון נייד, הבטחתי שיאסוף אותי בשתיים וחצי, כי נרדמתי, והאחד שאסף אותי לא הלך הביתה, התבלבל.","Aku punya tumpangan dengan teman, aku tidak punya ponsel, aku berjanji akan dijemput di setengah dua lalu, karena aku tertidur, dan orang yang menjemputku tidak pulang, bingung."
130,sadness,"Yes, you're a man, the decision-maker. But I also want to be considered, discussed, asked for, asked for, asked to find a way out, or just calmed down. I am.","כן, אתה גבר, מקבל ההחלטות, אבל אני גם רוצה שישקלו אותי, דנו בי, ביקשו ממני, ביקשו ממני למצוא דרך החוצה, או שפשוט נרגעתי.","Ya, kau seorang pria, pembuat keputusan, tapi aku juga ingin dipertimbangkan, dibahas, diminta, diminta untuk mencari jalan keluar, atau hanya menenangkan diri."
131,sadness,"I finally want to say, I don't want to get sick, why this migraine should come when it's too much trouble to think about, especially if it's going to hurt.","אני סוף סוף רוצה לומר, אני לא רוצה לחלות, למה המיגרנה הזאת צריכה לבוא כאשר זה יותר מדי צרות לחשוב על, במיוחד אם זה הולך לכאוב.","Saya akhirnya ingin mengatakan, saya tidak ingin sakit, mengapa migren ini harus datang ketika terlalu banyak masalah untuk berpikir tentang, terutama jika itu akan sakit."
132,happy,"The story teller from yesterday didn't catch it, a couple of days ago, fighting at the mosque was out of place.","מספר הסיפורים מאתמול לא קלט את זה, לפני כמה ימים, הלחימה במסגד לא הייתה במקום.","Pendongeng dari kemarin tidak menangkapnya, beberapa hari yang lalu, berjuang di masjid itu keluar dari tempat."
133,happy,Congratulation [USERNAME] may be launched and get a chance to look at people on stage [USERNAME] Break a leg!!! [URL],מזל טוב יכול להיות ששוגר ולקבל הזדמנות להסתכל על אנשים על הבמה לשבור רגל!,Selamat (ASTERNAMA) dapat diluncurkan dan mendapat kesempatan untuk melihat orang - orang di atas panggung [NAMA BERKAS] Semoga berhasil!!!! [URL]
134,fear,"I can't guarantee it, but Mr. Police is ready to take off without even a single job.","אני לא יכול להבטיח את זה, אבל מר המשטרה מוכנה להמריא בלי אפילו עבודה אחת.","Aku tidak bisa menjamin itu, tapi Pak Polisi siap untuk lepas landas tanpa bahkan satu pekerjaan."
135,anger,How can you be such a tough girl and be so mean to a man?,איך את יכולה להיות כזאת קשוחה ולהיות כל כך רעה לגבר?,Bagaimana kau bisa menjadi seorang gadis yang tangguh dan menjadi begitu berarti bagi seorang pria?
136,sadness,I haven't heard from you in weeks. I've been busy with your son's diploma. I haven't heard from him in a week.,"לא שמעתי ממך שבועות, הייתי עסוק עם התעודה של הבן שלך, לא שמעתי ממנו כבר שבוע.","Aku tidak mendengar kabarmu selama seminggu, aku sibuk dengan ijazah anakmu, aku belum mendengar kabar darinya selama seminggu."
137,sadness,"fontcolor="" # FFFF00""haaaahabara... fontcolor="" # FFFF00""belomantimetojointtttt... fontcolor="" # FFFF00""thepunishable governmentgiveshisoff tolongannnnnnn fontcolor="" # FFFF00"":","F}F}#Fâ00""haaabara... fontcolor=""F00""Belomantime to jointttttttt... fontcolor=""#""Fâ00""The punishable הממשלה נותנת את שלו לLongannnnnnnnnnnpotcolor""#F00"":",haaahahabara... waktunya untuk bersama-sama... pemerintah yang sombong memberikan salam untuk waktu yang lama
138,anger,Please don't force me to include dmn. Please be polite and clear that you don't want to be unstable! Clear will be block!!!!! Of course I've been following the rules,בבקשה אל תכריחו אותי לכלול את די.אם.אן. בבקשה תהיו מנומסים וברורים שאתם לא רוצים להיות לא יציבים!,Tolong jangan paksa aku untuk memasukkan dmn. Tolong sopan dan jelas bahwa kau tidak ingin menjadi tidak stabil!!!!!! Tentu saja aku sudah mengikuti aturan
139,anger,"The openings of God's sacred flesh... we read the opening of the 1945 bill, all the stars of the R.I.B.20O.","הפתחים של בשרו הקדוש של אלוהים... קראנו את פתיחת הצעת חוק 1945, כל הכוכבים של R.I.B.20O.","Pembukaan daging suci Allah ... kita membaca pembukaan tagihan 1945, semua bintang dari R.I.B.20O."
140,anger,"How hard can it be to appreciate just a little bit of the same thing that other people do by giving them their rights on time, I think it's a necessity?","כמה קשה זה יכול להיות להעריך רק קצת ממה שאנשים אחרים עושים על ידי מתן זכויותיהם בזמן, אני חושב שזה הכרחי?","Seberapa sulit untuk menghargai sedikit hal yang sama yang orang lain lakukan dengan memberi mereka hak mereka tepat waktu, saya pikir itu adalah kebutuhan?"
141,anger,"Yes, shut your eyes because the officials aren't just good friends but know the ethics of the cabinet.","כן, עצום את עיניך כי הפקידים הם לא רק חברים טובים, אלא דע את האתיקה של הקבינט.","Ya, tutup mata Anda karena pejabat tidak hanya teman baik tapi tahu etika kabinet."
142,happy,What do you think of Rame's clothes in broad clothes?,מה אתה חושב על הבגדים של ראמה בבגדים רחבים?,Apa pendapat Anda tentang pakaian Rame dalam pakaian yang luas?
143,happy,"By noon, have a nice day. Let's go!","עד הצהריים, שיהיה לך יום טוב.","Siang, semoga harimu menyenangkan."
144,sadness,I used to buy shopee with a manual atm. As long as it matches the number. Auto verified.,"הייתי קונה חנות עם כספומט ידני, כל עוד זה תואם למספר.",Aku biasa membeli pembeli dengan manual atm. asalkan cocok dengan nomor.
145,sadness,"I think that shopee shouldn't tell people's accounts, but whatever you think, it used to be first a pesen lenti dongan, who came up with a pokemon doll","אני חושב שקונים לא צריכים לספר חשבונות של אנשים, אבל לא משנה מה אתה חושב, זה היה אמור להיות ראשון פסיני לנדי דונגן, מי בא עם בובת Pikemons","Saya berpikir bahwa pembeli tidak harus memberitahu rekening orang-orang, tapi apa pun yang Anda pikirkan, itu digunakan untuk menjadi pertama seorang pesen lenti dongan, yang datang dengan boneka pokemon"
146,happy,Thank you friends of HMJ D3 Nursery Stykes Al Irsyad Cilacap for sharing happiness with the Lord and daughter [USERNAME] [URL],תודה לך חברים של HMJ D3 ילדים Stykes אל Irsyad Cilakap לחלוק אושר עם האל והבת [ERENAME] [URL],Terima kasih teman HMJ D3 Perawat Stykes Al Irsyad Cilacap untuk berbagi kebahagiaan dengan Tuhan dan putri [USERNAMA] [URL]
147,sadness,I don't like it when you're called a thief.,אני לא אוהב שקוראים לך גנב.,Aku tak suka saat kau disebut pencuri.
148,anger,"The man is greedy mom, the minister has been robbed too, many know the secrets of the country time in the palace with orba, bandit bingit","האיש הוא אמא חמדנית, גם השר נשדד, רבים יודעים את סודות המדינה זמן בארמון עם אורבה, שודד bingit","Pria itu adalah ibu serakah, menteri telah dirampok juga, banyak tahu rahasia negara waktu di istana dengan orba, bandit Bingit"
149,anger,"If you don't pay this fine, if you get a cut at 2.40 hours, you're going to be late.","אם אתה לא משלם קנס זה, אם אתה מקבל לחתוך בשעה 2.40 שעות, אתה הולך להיות מאוחר.","Jika Anda tidak membayar denda ini, jika Anda mendapatkan dipotong di 2,40 jam, Anda akan terlambat."
150,happy,"As a supporter [USERNAME] I don't like barca, but as a football lover I love this movie, it's cool.","כתומך אני לא אוהב את ברקה, אבל כאוהב פוטבול אני אוהב את הסרט הזה, זה מגניב.","Sebagai pendukung [ASERNAMA] Saya tidak suka Barca, tetapi sebagai pecinta sepak bola saya suka film ini, itu keren."
151,anger,It's ridiculous how you say that you play a game so trivial he's not comfortable in public so he can teach a lesson to those who want to flirt if he doesn't want to be embarrassed.,זה מגוחך איך אתה אומר שאתה משחק משחק כל כך טריוויאלי הוא לא נוח בציבור כדי שיוכל ללמד את אלה שרוצים לפלרטט אם הוא לא רוצה להיות נבוך.,Ini konyol bagaimana Anda mengatakan bahwa Anda memainkan permainan begitu sepele dia tidak nyaman di depan umum sehingga ia dapat mengajarkan pelajaran kepada mereka yang ingin menggoda jika ia tidak ingin malu.
152,anger,"Fahri activist 0 zero in content, where your reforms change nothing but free koar in my country, it must be Golkar you disband, Harto dropped Golkar on his feet, said amien Raisa stupid","כאןרי פעיל 0 אפס בתוכן, שבו הרפורמות שלך לשנות שום דבר אבל קואר חינם במדינה שלי, זה חייב להיות גולקר לך לפרק, הארטו ירד Golkar על רגליו, אמר אמין ראיסה טיפש","Aktivis Fari 0 nol konten, di mana reformasi Anda mengubah apa-apa kecuali koar gratis di negara saya, itu harus Golkar Anda bubar, Harto menjatuhkan Golkar di kakinya, kata amien Raisa bodoh"
153,anger,This thread was presented by women who excuse themselves against the abuse of other women on the grounds of such incidents and no one to complain about.,החוט הזה הוצג על ידי נשים שמתנצלות על התעללות בנשים אחרות על בסיס תקריות כאלה ולא על מי להתלונן.,Benang ini disajikan oleh wanita yang membenarkan diri terhadap penganiayaan wanita lain atas dasar insiden tersebut dan tidak ada yang mengeluh tentang.
154,anger,"There's something more ridiculous than the sexual harnessment case that hit Via Vallen: politicians &amp; political parties use it as a ""show stage"" on the grounds of the victim's defense. #HilihKinthil","יש משהו יותר מגוחך ממקרה הרתמה המינית שפגע בוויה ואלן: פוליטיקאים ומפלגות פוליטיות משתמשות בו כ""שלב הצגה"" על בסיס ההגנה של הקורבן.","Ada sesuatu yang lebih konyol daripada kasus harness seksual yang memukul Via Vallen: politisi &amp; partai politik menggunakannya sebagai ""pertunjukan panggung"" atas dasar pembelaan korban. #HilihKinthil"
155,happy,"The drummer's face is funny, but he's a machine.","הפנים של המתופף מצחיקות, אבל הוא מכונה.","Wajah drummer lucu, tapi dia mesin."
156,sadness,"It's stuck in the corner, and next to my car, there's a really interesting chicken noodle cart, and it's just looking at the cart.","זה תקוע בפינה, וליד המכונית שלי, יש עגלת אטריות ממש מעניינת, וזה רק מסתכל על העגלה.","Hal ini terjebak di sudut, dan di samping mobil saya, ada gerobak mie ayam yang sangat menarik, dan itu hanya melihat gerobak."
157,anger,"I've been nagging at him for a while and then bang his nose and said, ""If it gets stuck with my normal road, I'll lose the gas.""","אני כבר מנדנד לו במשך זמן מה ולאחר מכן לדפוק את אפו ואמר, ""אם זה נתקע עם הכביש הרגיל שלי, אני אאבד את הגז.""","Aku sudah mengomel padanya untuk sementara waktu dan kemudian menggedor hidungnya dan berkata, ""Jika terjebak dengan jalan normal saya, saya akan kehilangan gas."""
158,happy,"HBD my lovely wife Amoy wish u all the best, ...semoga always in the protection of SWT, long life, always happy with family and relatives, always healthy, always more and always a great woman for the family....Aamiin [URL]","HBD אשתי היפה Amoy מאחל לך את כל הטוב ביותר, ... semoga תמיד בהגנה של SWT, חיים ארוכים, תמיד מאושר עם משפחה וקרובי משפחה, תמיד בריא, תמיד יותר ותמיד אישה גדולה למשפחה... Aamin [URL]...","HBD istri saya tercinta Amoy berharap u semua yang terbaik, ... semoga selalu dalam perlindungan SWT, panjang hidup, selalu bahagia dengan keluarga dan kerabat, selalu sehat, selalu lebih dan selalu seorang wanita yang besar untuk keluarga .... Aamiin [URL]"
159,anger,"The one where bong200 hahaha habibie took off the PM's office. It was the wiranto, because Wiranto made habibie went back to PANGAB.","זה שבו הבאנג-200 ההאבי הוריד את משרד ראש הממשלה זה היה הווירנטו, בגלל שווירנטו הכריח את האביבי לחזור לפנגאב","Itu adalah Wiranto, karena Wiranto membuat Abibie kembali ke PANGAB."
160,anger,"If it's about human rights, you want to ask the Corruptor when the thief thinks about other people's rights? &lt;i&gt;That's it! &lt;/i&gt; &lt;i&gt;That's it!&lt;/i&gt; &lt;i&gt;Only the Coruptor defends!!","אם זה על זכויות אדם, אתה רוצה לשאול את המשחית כאשר הגנב חושב על זכויות של אנשים אחרים?","Jika ini tentang hak asasi manusia, kau ingin bertanya pada Corruptor ketika pencuri berpikir tentang hak orang lain? &lt;i&gt;Itu dia! &lt;i&gt; &lt;i&gt;Itu dia!"
161,anger,"You haven't been born bong, ask your mom... to make it clear... that the SOEKARNO era of BONG went on to ORBA and then it got wiped out, could it be one of your family?","לא נולדת בונג, בקש מאמא שלך... להבהיר... שעידן סוקארנו של בונג נמשך לאו-בי-איי ואז הוא נמחק, יכול להיות שזו אחת ממשפחתך?","Anda belum lahir bong, meminta ibumu ... untuk membuat jelas ... bahwa era SOEKARNO BONG pergi ke ORBA dan kemudian itu dihapus, bisa itu menjadi salah satu keluarga Anda?"
162,fear,Let's not get all mixed up in an OPOSI that used to cause convulsions.,בואו לא להסתבך בOPOSI שנהג לגרום לפרכוסים.,Mari kita tidak mendapatkan semua terlibat dalam OPOSI yang digunakan untuk menyebabkan kejang-kejang.
163,happy,Don't even look at me.,אל תסתכל עליי אפילו.,Jangan lihat aku.
164,anger,"[USERNAME] I'm trying to contact the person who's been called and asked in the back to question the purchase procedure, it's been 5 days since Friday not followed up.","אני מנסה ליצור קשר עם האדם שהתקשרו אליו וביקשו ממנו מאחור לפקפק בהליך הרכישה, עברו חמישה ימים מאז יום שישי.","Font color = ""# 404040"" USERNAME: Saya mencoba untuk menghubungi orang yang telah dipanggil dan diminta di belakang untuk mempertanyakan prosedur pembelian, itu sudah 5 hari sejak Jumat tidak diikuti."
165,sadness,"When I'm a man, I've died in my life. When I'm in love with a man, I'm in love with him.","כשאני גבר, אני מת בחיי, כשאני מאוהב בגבר, אני מאוהב בו.","Ketika aku seorang pria, aku sudah mati dalam hidupku. aku jatuh cinta padanya."
166,sadness,"Woah... make it a slanderous, hostile business, get high school because nobody wants to be friends, traumatize every Sunday night because the next morning, school, gets embarrassed in front of a lot of people.","להפוך את זה לעסק מכפיש, עוין, לקבל תיכון כי אף אחד לא רוצה להיות חברים, טראומה בכל יום ראשון בלילה כי למחרת בבוקר, בית הספר, מקבל נבוך מול הרבה אנשים.","Woah... jadikan ini fitnah, urusan bermusuhan, SMA karena tak seorang pun ingin menjadi teman, trauma setiap Minggu malam karena besok pagi, sekolah, mendapat malu di depan banyak orang."
167,sadness,"The plan didn't come home, didn't touch it at all.","התוכנית לא חזרה הביתה, לא נגעה בה בכלל.","Rencananya tidak sampai ke rumah, tidak menyentuhnya sama sekali."
168,sadness,"She doesn't think it's sexual harassment, so she doesn't understand anything that includes sexual harassment.","היא לא חושבת שזו הטרדה מינית, אז היא לא מבינה שום דבר שכולל הטרדה מינית.","Dia tidak berpikir itu pelecehan seksual, jadi dia tidak mengerti apa pun yang termasuk pelecehan seksual."
169,anger,Dear [USERNAME] [USERNAME] I sent important documents from jkt -sby so I use YES. Send Monday 4juni should be Tuesday 5juni.,"שלחתי מסמכים חשובים מג'ק-סבי אז אני משתמש ב""כן."" שלח את יום שני 4 ג'וני אמור להיות יום שלישי 5 ג'וני.",[NAMA BERDASIR] [ASTERNAMA] Saya mengirim dokumen penting dari JKT -sby jadi saya menggunakan YES. kirim Senin 4juni harus Selasa 5juni.
170,anger,Yaelahh you must be from the cow party?,Yaelahh אתה חייב להיות ממסיבת הפרה?,Yaelahh Anda harus dari pesta sapi?
171,sadness,"I've got a kid in my class, and there's a lot of hopeless students in my class, because I'm a fierce teacher at the same time.","יש לי ילד בכיתה, ויש הרבה תלמידים חסרי תקווה בכיתה שלי, כי אני מורה עז באותו הזמן.","Saya punya anak di kelas saya, dan ada banyak siswa yang putus asa di kelas saya, karena saya seorang guru yang sengit pada saat yang sama."
172,sadness,"Yes, the friends who mostly are girls too.","כן, החברים שהם בעיקר בנות מדי.","Ya, teman-teman yang kebanyakan adalah gadis-gadis juga."
173,fear,"But right now, I don't know when my thoughts have changed, and if I think about sharing something crazy, I'd think a thousand times to write on Twitter/IG.","אבל כרגע, אני לא יודע מתי המחשבות שלי השתנו, ואם אני חושב על שיתוף משהו מטורף, הייתי חושב אלף פעמים לכתוב בטוויטר/IG.","Tapi sekarang, saya tidak tahu kapan pikiran saya berubah, dan jika saya berpikir tentang berbagi sesuatu yang gila, saya akan berpikir ribuan kali untuk menulis di Twitter/IG."
174,anger,"Well, what's too much is that if there's a pjbt echelon that's wrong about the error of the document he's in, it's not to blame.","ובכן, מה שיותר מדי הוא שאם יש אשלון Pjbt כי הוא טועה על הטעות של המסמך הוא נמצא, זה לא אשם.","Nah, apa yang terlalu banyak adalah bahwa jika ada echelon pjbt yang salah tentang kesalahan dokumen dia, itu bukan untuk disalahkan."
175,fear,"So that's how it used to be, socmed into escape for me, expressing madness, now connecting socmed sod to be more dark than the real world, uh, to be the real world that I made out of socmed.","אז ככה זה היה אמור להיות, socded לבריחה בשבילי, מבטא טירוף, עכשיו חיבור soced sod להיות כהה יותר מהעולם האמיתי, אה, להיות העולם האמיתי שעשיתי מתוך socmed.","Jadi begitulah dulu, menghilang dariku, mengekspresikan kegilaan, sekarang menghubungkan socmed lebih gelap daripada dunia nyata, uh, untuk menjadi dunia nyata yang kubuat dari socmed."
176,anger,"His name is Master Sir, he wants the leg, the leg, the leg, the leg, the leg, the leg, the leg.","שמו מאסטר אדוני, הוא רוצה את הרגל, הרגל, הרגל, הרגל, הרגל, הרגל, הרגל, הרגל.","Namanya Master Sir, ia ingin kaki, kaki, kaki, kaki, kaki, kaki, kaki, kaki."
177,happy,"I realized that my one choice was to be with you in this place, to live the day with a new spirit, although not as beautiful as I had hoped, was not as bad as I imagined, I still stood on a colorful day.","הבנתי שהבחירה היחידה שלי הייתה להיות איתך במקום הזה, לחיות את היום עם רוח חדשה, למרות שלא יפה כמו שקיוויתי, לא היה גרוע כמו שדמיינתי, עדיין עמדתי על יום צבעוני.","Saya menyadari bahwa satu pilihan saya adalah untuk bersama Anda di tempat ini, untuk hidup dengan semangat baru, meskipun tidak secantik yang saya harapkan, tidak seburuk seperti yang saya bayangkan, saya masih berdiri di hari yang penuh warna."
178,anger,"Be advised, sir, that the captain of the RADIC is living in his hole in Mecca!","שים לב, אדוני, כי הקפטן של RADIC חי בחור שלו במכה!","Maklum, Sir, bahwa kapten RADIC tinggal di lubang di Mekkah!"
179,sadness,My sorrow for not being able to say my sorrow for my pain!!! ♪ Seriously!,הצער שלי על שלא יכולתי לומר את צערי על הכאב שלי! ברצינות!,Saya sedih karena tidak bisa mengatakan kesedihan saya untuk rasa sakit saya!!
180,anger,"It's good metal bong... living in the hotel prodeo... fired Mak Mega Hahahahaha... so don't mess with your metal... live your life... caught by OTT, PDIP pecat Regent Purbalingga [URL] through [USERNAME]","זה באנג מתכתי טוב... חי במלון פרודיאו... ירה Mak מגה Hahahaha... אז אל תתעסקו עם המתכת שלך... לחיות את החיים שלך... נתפס על ידי OTT, PDIP PECCT Regent Purbalingga [URL] דרך [ארה""ב]","Ini adalah bong logam yang baik... hidup di prodeo hotel... dipecat Mak Mega Hahahahaha... jadi jangan main-main dengan logam Anda... hidup Anda... tertangkap oleh OTT, PCIP pecat Regent Purbalingga [URL] melalui [USERNAMA]"
181,sadness,"13:23 WIB I really lost the man who raised me from my childhood, raised me, cared for me, protected me, and I completely lost.","13: 23 WIB אני באמת איבדתי את האיש שגידל אותי מילדותי, גידל אותי, טיפל בי, הגן עליי, ואני לגמרי איבדתי.","13:23 WIB Saya benar - benar kehilangan pria yang membesarkan saya sejak kecil, membesarkan saya, merawat saya, melindungi saya, dan saya benar - benar kalah."
182,sadness,"The video above says ""was"" just right? &lt;br /&gt;In ILC too? &lt;i&gt;What was that? &lt;i&gt;Yes. &lt;/i&gt; &lt;i&gt;Yes. &lt;i&gt;Mafud. &lt;/i&gt; &lt;i&gt;Islam Save the Country #Suffication. &lt;/i&gt; &lt;i&gt;It feels sad about Mr. Mahfud. &lt;/i&gt; &lt;i&gt; &lt;i&gt;Isam Save the country. &lt;/i&gt; &lt;/i&gt;",&lt;I&gt;I&gt;I&gt;I&gt;I&gt;?מה זה היה &lt;i&gt;בדיוק נכון &lt;I&gt;I&gt;גם בI&gt;כן &lt;i&gt;?כן &lt;i&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&l;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&g,"Video di atas mengatakan ""benar"" juga? &lt;i&gt;Di ILC juga? &lt;i&gt;Apa itu? &lt;i&gt;Ya.&lt;/i&gt; &lt;i&gt;Ya. &lt;i&gt;fud.&lt;/i&gt; &lt;i&gt;Apakahlam menyelamatkan negara&lt;/i&gt; &lt;i&gt;Rasa sedih terhadap Tuan Mahfud.&lt;/i&gt; &lt;i&gt;Aku menyelamatkan negara.&lt;/i&gt;"
183,anger,Jan want to lose to indie home.,ג'ן רוצה להפסיד לאינדי הביתה.,Jan ingin kalah di rumah indie.
184,happy,"Read this book at the beginning of a smile, in the middle of a miris smile, at the end of a voluntary smile.","קרא את הספר הזה בתחילתו של חיוך, באמצע חיוך מיריס, בסוף חיוך מרצון.","Baca buku ini di awal senyuman, di tengah senyum miris, di akhir senyum sukarela."
185,anger,"It's no wonder that the complaining driver is stuck, just like I'm complaining when I'm at work, whatever, I pretend I'm not listening, and I'm tired of it.","לא פלא שהנהג המתלונן תקוע, בדיוק כמו שאני מתלונן כשאני בעבודה, מה שלא יהיה, אני מעמיד פנים שאני לא מקשיב, ונמאס לי מזה.","Tidak heran bahwa sopir mengeluh terjebak, seperti aku mengeluh ketika aku di tempat kerja, apa pun, aku berpura-pura aku tidak mendengarkan, dan aku lelah itu."
186,anger,Mardani &=USERNAME] Mingkim can not answer! &lt;i&gt;That's why the people of the CERDAS #Don't choose to be surprised!!!!!!!,Mingkim לא יכול לענות! &lt;i&gt;בגלל זה אנשי CERDAS לא בוחרים להיות מופתעים!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Mardani &=USERNAMA] Mingkim tidak bisa menjawab! &lt;i&gt;Itu sebabnya orang-orang dari CERDAS #Jangan memilih untuk terkejut!!!!!!!!!!!!!!!!!!!!
187,fear,"That's the importance of the code of ethics from elementary school, or the minimum of basic science to be good, polite, organized.","זה החשיבות של קוד האתיקה מבית הספר היסודי, או המינימום במדע בסיסי להיות טוב, מנומס, מאורגן.","Itulah pentingnya kode etik dari sekolah dasar, atau minimal ilmu dasar untuk menjadi baik, sopan, terorganisir."
188,anger,"When I came in, I told you, I was confused about the traffic, so why don't you take my order?","כשנכנסתי, אמרתי לך, הייתי מבולבל לגבי התנועה, אז למה שלא תיקח את ההזמנה שלי?","Ketika aku datang, aku bilang, aku bingung tentang lalu lintas, jadi kenapa tidak Anda mengambil pesanan saya?"
189,happy,It's called. It's done. There's no official yet.,"זה נקרא, זה נעשה, עדיין אין רשמי.","Sudah selesai, belum ada yang resmi."
190,fear,"Sister of the month oh sister of the month, come now yes, do not 9 as usual, if you come as usual, it is likely to be a 50:50 p.m.,","אחות החודש או אחות החודש, בואי עכשיו כן, אל תעשי 9 כרגיל, אם תבואי כרגיל, סביר להניח שזה יהיה 50: 50,","Suster bulan oh adik bulan, datang sekarang ya, jangan 9 seperti biasa, jika Anda datang seperti biasa, kemungkinan menjadi 50:50,"
