,label,tweet,en_tweet
580,love,"Dan untukmu qyaraku. Jaga selalu bahagia ibumu. Jaga selalu senyum diwajahnya. Senyum yg selalu aku rindukan. Krn kau tau, skrng kau lah sumber bahagia untuk dirinya. Hanya kau lah dunianya skrng. Semuanya lasti dia lakukan untukmu. Aku percaya padamu sobat kecil ","And as for me, keep your mother happy, keep that smile on her face, the smile I've always missed, because you know, now you're the source of happiness for her."
581,anger,"Syukurin sih apa yg lo dapetin, jangan ngeluh terus apalagi update2 di socmed, gapenting bruh, kadang hrus mikir resiko dan konsekuensi yg lo ambil, face it or fake it lah","Thank God for what you've got, don't complain about the updates on socmed, doesn't matter bruh, sometimes think about the risks and consequences that you take, face it or fake it."
582,sadness,ada saatnya sakit hati itu kita nikmatin dengan cara kita. menangis salah satunya. gembira pun bisa jadi alternatif lain. yang terpenting semua itu bisa kita lewatin walaupun gagal.,"There was a time of heartache that we enjoyed in our own way, crying one of them out, being happy could be an alternative, and most of all, we could pass through."
583,anger,"Input absen mahasiswa ga pernah balance, kesel sendiri. Kepala, mata nyut-nyutan karen harus super teliti dan gw kudu ngulang2 lagi gara2 ga balance itu","Head, eyes should be super thorough and I'll be back again because of that balance"
584,sadness,Tadi pas diajakin makan akunya emang lg eneg bgt. Pdhal buka puasa jg minum air putih doang tp perut eneg bgt:( giliran skrg aja laper bgt manusyaaa~,"Pdhal broke the fast, and drank the white water, but his stomach was right now."
585,happy,Malam malam masih makan juga??? Efek perut kunyel kunyel kepengen diisi ya kayak gini Dinikmati wae Yo #anakperantauan #anakkost #maklumlahyo,Is night still eating too????
586,sadness,"Aku malu, aku hanya duduk diam berpangku angan Kini sabdanya sering terngiang Aku mati dalam angan angan Tak mampu berdiri dalam balutan kegelisahan Aku tak berdaya dalam keada Dan kini terseok seok dalam lautan Lautan kerinduan Kepada Mu Aku rindu.","I am ashamed, I sit idly by wishful thinking now that I often die in wishful thinking I can't stand in the balance of anxiety I'm helpless in existence and now snubbed in the sea of longing for thee I long for."
587,anger,"[USERNAME] Memahami bahwa memang benar, yang pernah bikin kecewa gak selayaknya diberi kesempatan lagi. Kasih dana umum aja kali kali zonk dapet kartu biar masuk penjara. Huuhhh kzl.",[USERNAME] Knowing that it is true that it is not the kind of disappointment that ever deserves another chance. &lt;i&gt; &lt;i&gt; &lt;i&gt; &lt;i&gt;The public charity even gets a card to go to jail. &lt;i&gt; Huuhhh kzl. &lt;i&gt;&lt;/i&gt;
588,love,"Kangen bgt deh aku sama Maw, baru brp hari ga ktm aku udh kgn nih sm Maw sayang bgt sm Maw smg kamu dpt yg baik2 trs ya Maw aku gamau cantik aku disakitin nih calon lawyer aku nih ",I'm sorry. I've been with you for a few days. I'm not beautiful.
589,anger,"Jenis orang yang bikin males dari awal ketemu adalah yang seneng banget nyombongin diri sendiri. Ya mungkin sebenarnya karena dia nggak pede ya, jadi butuh pengakuan. Tapi males banget nggak sih ngobrol sama orang kek gini, meski pun dia cantik/ganteng banget?","The kind of person who doesn't want to get laid in the first place is the one who's so excited about himself. &lt;br /&gt;Well, maybe because he doesn't like it, so he needs a confession. &lt;br /&gt;But he doesn't really talk to people like this, even though he's pretty/looking?"
590,anger,"Selama gue jd Head of dept sampe jd GM Hotel , gue paling benci and langsung kepala gue bertanduk kl ada anak buah gue ditanya jawabnya  ga tau, sekali gue maafin, kedua kali ketiga dst masih jawab GA TAU? plaakkk #%\?+=*%","As long as I'm head of the department of GM Hotel, I hate my head and my head is horned. If there's a guy I'm asked answers don't know, once I forgive, the third time the GA TAU still answers? plaakkk #%\?+=%"
591,happy,"Pulang kerja jalan ke GI makan jalan ngobrol ketawa tawa pulang malem tapi milih buat nongkrong lagi di parkiran pom bensin samping Sency lanjut ngobrol ketawa tawa, staring at each other lalu dicium kening lalu pamit pulang. Sungguh kebahagiaan itu sangat sederhana.","After work on the road to GI eating on the street, laughing and laughing and coming home tonight, but choosing to hang out again in the gas station parking lot next to Sency, having a laugh, staring at each other and then kissing her forehead and saying goodbye, it's so simple."
592,sadness,Wah klo ini aku nih yang suka nangis & berantem sm cowokku. Kadang w malu sama tetangga depan wkakaka tp yaudah lah ya cuek2an aja hahaha tapi gue gak smp pindah sih,It's me who likes to cry. &lt;br /&gt;Sometimes I'm ashamed of your neighbors.&lt;/i&gt; &lt;i&gt;But you know what?&lt;/i&gt; &lt;i&gt;I don't move.&lt;/i&gt;
593,sadness,"Wkwk yasama halnya kan, kayak menyelipkan pesan dalam tangisan tu lebih ngena drpd dalam bentuk gelak tawa. Jadi kapanpun kamu kepikiran ya kenapa engga dituliskan aja gitu -sampekengtay dalang , dialog terakhir yang tak sempat terukir did","It's just like putting a message in the cry that's more funny than laughing, so whenever you think about it, why don't you just write it down?"
594,fear,"[USERNAME] Iyaa nci .. kdg suka mikir klo hidup dh pngen yg Macam2, emg esok2 msh dikasih nafas sama Allah? Mudahan kita sllu dilindungi aaamiiinnn","[USERNAME] Yes.. do you like to think about living for such a life tomorrow, if you want to breathe with God?"
595,happy,Hahahaha belio kamera sing topcer trs ak nek ke lombok fotoin yak trs edit yg maximal ga langsing gpp asal bs jd kaya chelsi islan lah dikit dr samping jg gpp *siap2 dipiusi,Haha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha!
596,happy,"Alhamdulillah segala puji bagi Allah Tuhan semesta alam, terimakasih masih di beri nikmat sehat,rezeki,umur panjang. #happy25 #thanksfam #thanksdear","Praise be to God, Lord of the universe, thank you still for your health, your sustenance, your long life. #happy25 #thanksfam #thanksdaar"
597,anger,"Orang yang suka maksa juga bikin ilfeel dari awal. Sering banget kalo ngomong pake kata ""harus"", ""sekarang"". Yang buat dia ""harus"" belum tentu penting kan buat kita? Lagian, kenapa juga harus selalu ""sekarang""? Ngegaji aja kita belum tentu boleh maksa, right? Bhay. [URL]","The person who likes to make it from the beginning, it's a lot to say ""must"" now, which doesn't make him important to us, doesn't it? &lt;br /&gt;Why does it always have to be ""now?"" &lt;i&gt;We don't have to pay yet, right? &lt;i&gt; Bhay. &lt;/i&gt; &lt;i&gt;Why shouldn't we pay? &lt;/i&gt; &lt;i&gt; Why shouldn't we pay now? &lt;/i&gt; &lt;i&gt; Why shouldn't we pay? &lt;/i&gt; &lt;i&gt;"
598,sadness,"Oiya ketinggalan, sosis telur. Jauh2 ke pasar wadai, nyampe sana eh sdh habis. Besoknya balik lagi. Sama pengen bakso isi super pedas juga kehabisan, yg ini belum kesampaian","We'll miss it, egg sausages far away to the wadai market."
599,sadness,"pembimbing itu rupa-rupa macamnya. ini pembimbingku!: 1. bikin grup WA bimbingan 2. gapernah ngadain bimbingan 3. h-2 bulan baru menanyakan progress 4. tidak pernah membaca/mencoret, hanya mendengar dan menyimpulkan kita harus gmn 5. tiba-tiba blg dateline skripsi minggu ini.",It's kind of like a tutor. It's my mentor!: 1. Make the WA guidance group 2. Never had guidance 3.
600,anger,"100/70 fix darah rendah, trus gue tanya ke mas perawat. ""Mas badan gue kan gede,masa iya darahnya segitu"" Mas perawat nyaut ""itu badan kebanyakan lemak,darahnya sedikit"" Si anyiiiiing","100/70 blood fix is low, so I asked the nurse."
601,fear,"Dua teman sudah menikah, dari dua temen tersebut mereka pindah agama semua. Satu muslim ke Kristen dan Hindu ke muslim. Semoga saya di beri jodoh yang seiman dan sejalan.","Two of my friends are married, and from those two, they're all religious, one Muslim to Christian and Hindu to Muslim, and may I be married to a true believer and in line."
602,happy,"Cak kalian tengok langit malam ini woi, cari bulan. Cantik sekali bulan malam ini, besar dan setengah penuh, berbinar binar seperti wajahku","Look up at the sky tonight, look up the moon, it's a beautiful moon tonight, big and half full, glowing like my face"
603,happy,"Pengen rasanya pacu fisik lagi, biar tetep terjaga tapi puasa gini bikin labil, persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya, ayodong semangat!","It feels like a physical runway again, let's stay awake, but fasting makes it unstable, prepare for the peak of mandala and dissar wanadri seem to be moving away, let's go!"
604,anger,[USERNAME] Waduh mas mas omonganmu kok koyo gt seh. Gak semua kaya gt. Orang kalo ga dikeplak duluan yo ga bakalan ngamuk kok. Wis talah gak usah bikin twit kaya gt. Ga da untungnya juga. Bisa menghasilkan uang po? Gk kan.,I don't know what you're talking about. &lt;i&gt;Not all are rich.&lt;/i&gt; &lt;i&gt; People don't get hit first.&lt;/i&gt; &lt;i&gt; You don't have to make a penny.&lt;/i&gt; &lt;i&gt; Can't make money first? &lt;i&gt;&lt;/i&gt; &lt;i&gt; It's not good enough.&lt;/i&gt; &lt;/i&gt; &lt;i&gt; &lt;i&gt; It's not good. &lt;/i&gt;
605,sadness,"Kini, kemarau berkepanjangan, setelah berbaris-baris doa kau kutuk hujan. Barusan, ku dengar dalam tekukan lutut mu sungguh gersang hidup ini.","Now, long dry, after marches of prayers you curse the rain."
606,anger,[USERNAME] Coba dikasih jelas ke [USERNAME] dan pasukan nya.... biar ga ngebubarin pengajiannya Ust [USERNAME] dgn alasan HTI ormas terlarang [URL],[USERNAME] Try to be made clear to [USERNAME] and his troops.... let them not present it as Ust [USERNAME] on the grounds of illegal HTI ormas [URL]
607,happy,"Masih ada yg order dress ke gw, walau ngga di posting di manapun. Bahkan akun shopee aja lg diliburin. Tapi doi tetep mau order, via DM IG pribadi. Boleh terharu ngga?","There's still a dress order for me, even if it's not posted anywhere, even a shopee account is being dumped, but doistep want order, via private DM IG, can I be moved?"
608,happy,"Untuk sebagian orang, lagu ini mungkin alay. Tapi ini lagu pertama yg ai bawain pake sound dan panggung yang lumayan bagus. I was nothing back then","For some people, this song may be alay, but it's the first song to bring a sound and a pretty good stage."
609,happy,"Berangkat pagi2 ngajar ampe jam 10, lgsg cus mau ke kampus, pesen gojek 3kali krn kejauhan dr sekolah mau ke halte busway, trs panas2 terik macet sepanjang jln karena lg bnyk penilangan. naik tj Alhamdulillah dpt duduk, 2jam perjalanan mac","Going to school three times because the distance from school is going to the busway stop, it's so hot it's stuck all the way through because there's so much traffic."
610,fear,"Heran si, orang stres begitu masih berkeliarab d salemba. 2minggu yg lalu juga abis pukul anak cowok juga, kaya gitu mana ada yg mau betah d Salemba. Tp emang si RT RW lebih cepet nanggepin keluhan warganya.","It's a wonder that people are so stressed out that they're still walking around in Salemba two weeks ago and then they hit a boy too, that's how people want to stay in Salemba."
611,anger,"[USERNAME] Lah bukannya aku pernah menawarkan diri ke kamu sejak tahun 2016 /2017 lalu, saat kamu masih kerja sebagai Sales Force mobil Honda dan sampai pindah ke Suzuki dah menawarkan diri kog itu, tapi MALAH kamu blokir WhatsApp aku.","[USERNAME] It's not like I've offered myself to you since 2016/2017, when you were working as the Honda Force salesman and moved to Suzuki already offered to do it, but maybe you blocked whatsapp me."
612,sadness,Astaga bru bbrapa minggu ga ada kabar klian bareng2 event gtu kok ya kangen miss you so much guys,"Oh, my God. I haven't heard from you in weeks. I missed you so much guys."
613,happy,"tadi tiba2 berdoa ""Ya Allah kalo emang dia bukan buat aku/ga baik buat aku tolong tunjukanlah malam ini juga"" ga sampe 2 jam udah dijawab sama Allah, MashaAllah:"") Alhamdulillah:"")","He suddenly said, ""God, if he's not good for me/not good for me please show me this night"" until 2 hours have been answered by God, Masha:"""
614,sadness,"[USERNAME] pake arkana? gue gabisa main tapi selalu diajarin. terus jadi inget, sampe set-nya, TI 2018, dendi, miracle and etc :( td sore abis streaming. eh ga nanya ya......","[USERNAME] With an armana? I can't play but I'm always taught. Keep looking, until the set, T.I. 2018, dendi, miracle and et:"
615,love,"waktu itu awal kelas 11, cuma karna duduk sebangku, gua bisa langsung deg degan dan jatuh hati selama 10menit, sama orang yang dulunya guaa kira freaky abis.","It was the beginning of 11th grade, just because I sat at my seat, I could go straight to the edge and fall in love for 10 minutes, with someone I thought was freaking weirdy."
616,sadness,"Hari demi hari chatting, demi chatting obrolan semakin pendek balas pun semakin lambat. Hingga ketika kamu menghilang tak ada kabar, kita akhirnya menjadi orang asing. [URL]","Day after day, chatting, the conversation gets shorter and slower, until when you disappear, we end up being strangers."
617,sadness,"Ada aja yang nyinyir tentang hijrah ""Kamu hijrah cuma pengen mndapatkan yang baik. Dengan modal dalil yang baik akan di satukan dengan yang baik"" Hmmm bingung deh sama orang yang sepertinya gk happy melihat orang lain merubah dirinya untuk mnjadi lebih baik ","There are those who say, ""You're only going to get good."""
618,anger,pagi-siang dibuat jengkel antri lama di rsu. siang-sore dibuat jengkel salah paham dan buru buru ke solo sore-malem dibuat jengkel mau kesebuah lokasi ancer2nya gajelas selepas taraweh bareng fisika 2014 jengkel dr pagi ilang lgsg mood balik. bikin seneng ,It's early in the morning. It's been long lined up in the rsu. Day-sore was upset and rushed to the afternoon solo-molem was pissed off.
619,sadness,"[USERNAME] akunku sudah dihapus.... pengen main lagi!! nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah ((anaknya munetan, liat notif grup numpuk dikit aja kudu dibuka. makanya mending leave sekalian)) ((kok curhat))",[USERNAME] My account's been deleted.... want to play again!! then if you can care about anything other than college.
620,happy,"Pokoknya begini saja, tidak ada yang menemani senikmat dan sesetia kopi ini, terimakasih sudah selalu hadir mendamaikan hati ini. Padamu.... Aku berbangga. Hehehe [USERNAME] [URL]","I'll tell you what, no one's ever been with such a wonderful and loyal coffee, thank you for always attending to this peace of mind."
621,sadness,"Di line ada lapak yg lagi rame berantem bahas ""orang jawa yg ngomong pake gue/lo"" trs yg bikin status pake bahasa jawa,yg komen jg pake bahasa jawa, lalu aku termenung karena aku tak mengerti:(","On the line, there's a Rame fight about ""the man who talks to me/lo"" trs who make the status of jawa, who also says jawa, then I'm pensive because I don't understand:"
622,happy,Jadi tadi ada yang habis intern hari pertama terus kita berjumpa deh. Terus seneng banget karena dia udah siapin topik buat ngobrol seoptimal mungkin dengan waktu minimum. Terus topiknya bikin gue emosinal abis sampe mau nangis tapi harus tahan karena di mcd. Too sweet to be true,"So there's been an intern the first day we've been seeing each other, and it's been really fun because she's already prepared to talk at a minimum, and the topic makes me so emotional that I want to cry, but it has to hold on because it's too sweet to be true."
623,sadness,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda","I'm not the one who didn't want to come, but the wallet that protested, ""I'm not in the bag, I'm not in the bag, I'm not in the bag, you're not in the back."" Okay. I'm working overtime tomorrow."
624,happy,"Tapi seneng juga karna [USERNAME] secara langsung merilis mini album pertama. Rilis 6 april, pada waktu perkuliahan semester 6 dan terdapat 6 lagu di dalam EP tersebut. This how it works.","But it's fun because [USERNAME] immediately releases the first mini album. 6 April Releases, during semester 6 lecture and there are 6 songs in the EP. This is how it works."
625,anger,Rada kesal Sama tamu yang minta di kasih discon Okey gua kasih Giliran mau Lebaran Lu PD kabur semua Anjir gua harus belajar tega kayaknya,"fontcolor="" # FFFF00""Theguessedastheguessedtheguessed fontcolor="" # FFFF00""theguesswhoasked fontcolor="" # FFFF00""discondonok fontcolor="" # FFFF00""Ithankyou fontcolor="" # FFFF00""turnthewidthifyourun fontcolor="" # FFFF00""allanjirIhave tolearn fontcolor="" # FFFF00""howit lookslike"
626,sadness,"[USERNAME] [USERNAME] Pertanyaan tak akan habis kak. Selanjutnya bakal ada kapan punya anak, anak sudah bisa apa, anak sekolah di mana, blablabla. Kau pasti bisa melewati itu semua kak. Good luck ","[USERNAME] [USERNAME] Questions won't run out, brother."
627,sadness,"Mendekati jam 12 malam gravitasi kasur sangat besar, tapi mengapa grup angkatan ni kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya.. Well",It's close to 12 o'clock.
628,anger,"[USERNAME] Kamu mending seperti [USERNAME] saja... kampanye nya 4 masalah saja INTOLERAN, ANTI KEBHINEKAAN, ORMAS RADIKAL dan SAYA PANCASILA... wes ojok kakean macem-macem sebab tambah keliatan GOBLOK mu bro.. [URL]","[USERNIAN] You're looking like [USERNAME] just... his campaign is just 4 problems intoleran, anITI KENlNEAN, RADICAL ORMAS and I PANCATIONALA... wes ojoan macem-macem because it looks more like your GoBLOK bro."
629,happy,"Selamat ulang tahun, Bosque! Sepurane telat. Semoga2 sehat selalu, dilancarkan karir & jodohnya, diberi segalanya yang terbaik oleh Allah sebaik-baiknya orang tua memberimu yang terbaik selama ini. Aamiiin","Happy birthday, Bosque!"
630,happy,"Menurut gue cukup. Gue gaji di bwh 5jt segitu udh bisa nabung (target gue min nabung 1jt/bln). Kantor gue di slipi. Kosan gue di toamang ya kalo naik ojol pp 14rb. Kosan 750/bln tempat nya layak bgt, di cuciin pula","That's enough, my office is on the slip."
631,anger,"Jadi waktu dulu ada yang ember ngasitau ke orangnya klo kita suka ama dia dan brusaha ngomporin supaya dia jangan sampe suka ama kita. Duhh pdhl klo kita mau bales mah situ udh masuk penjara kalii, sbagai otak pencurian hp temen sendiri di choir","So back in the day, there were people who knew that if we liked him and tried to get him to stop liking us."
632,love,"aku tak' ingin menggenggammu seerat itu, jika kau adalah sebuah harapan, akan kusederhanakan dengan caraku meminta kepada TUHAN... [URL]","I don't' want to hold you that tight, if you're a wish, I'll simplify it in my way of asking the Lord... [URL]"
633,sadness,"Langkah kaki datang dan pergi Kini tak ada lagi Sisa air mineral dalam botol Tak tersentuh lagi Bangku antrian yang kosong Tak berpenghuni Melihatmu datang dari ujung koridor Berjalan tegap dan cepat Mata mu bersinar senyummu berpendar Aku tahu kamu rindu, begitu pun aku!","Steps come and go Now there is no trace of mineral water in the bottle No longer touched The empty queue seat The uninhabited sees you come from the end of the corridor Walk straight up and your eyes shine your beaming smile I know you miss, so do I!"
634,happy,Dlu sering ngumpulin uang untuk main diwartel buat telpon boneka poci yg bisa bahasa inggris sama indonesiamitosnya bisa disamperin #OldMoneyGakNgerasain,Dlu often collects money to play in the laundry to call a doll who can speak English with his Indonesians can be rendered #OldMoneyGakNserasin
635,sadness,"Jadi, ini hari ketiga gue kenak gondongan. Auk darimana asalnya. Udah gerah ini rasanya tiap malam gak bisa tidur karna nyerinya sampe ke kepala","So, it's my third day when I'm getting cold feet, where I come from, it's so hot every night, I can't sleep because the pain is coming to my head."
636,sadness,Aku kira dengan aku datang mencoba untuk menyapa menemuimu dan berusaha untuk berbuat baik bisa memecahkan celengan rindu ini. Tapi ternyata aku salah semua telah berubah kau telah banyak menghabiskan waktu bersama yang lain sehingga lupa akan rasa rindu ku yang ku miliki untukmu,"I thought that by the time I came to say hello to you and trying to do good could break this little piggy bank, but it turns out that I was wrong."
637,sadness,"Tak ingatkah kau dulu pernah berjanji bahagiakan diriku selamanya. Tam berartikah cinta kita yang lalu, hingga kau bersama dengan dirinya. #recehkantwitter [URL]","Don't you remember once promised to be happy for me forever, Tam meant our last love, until you were with him."
638,anger,"Ada yg teriak2 Indonesia di serang TKA asal china, padahal ada wan abud yg order plastik sampah sampe Jerman...9M bisa bikin pabriknya kali ya...#goindonesia","Some of Indonesia's shouts were attacked by China's TKA, while there was a wan abud that ordered plastic garbage until Germany... 9M could make the factory yes... #goi"
639,anger,[USERNAME] [USERNAME] Waketum Gerindrong Dongo Instagram menghapus secara sepihak karena kalian telah melanggar hukum ( Foto2 didepan Kabah itu melanggar hukum ) [URL],[USERNAME] [USERNAME] Waketum Gerindrong Dono Instagram removed unilaterally because you broke the law (Photos in front of the Kaaba are against the law) [URL]
640,happy,"saya selalu menunggu saat pagi dimana manusia itu mengirim pesan singkat yang isinya selalu sama ""hari ini ada PR apa?"" pada sekitar pukul 07.30. dengan bangganya saya merasa satu-satunya gadis kepercayaan-nya di sekolah, terlebih lagi dia sring curht mslh kelurganya.","I'm always waiting for the morning when that human sends a text that says, ""What's your homework today?"" At around 7:30. I'm proud to think it's the only girl he ever trusted in school, especially if he's sring curht msl his family."
641,sadness,"kalo gue sik emang abis kehilangan seseorang yang deket, ya bisa dibilang cuman tahap bangunin sahur-zone lah, ahhhhhhh sial, tayo tayo!!! bener apa kata u bang emang jadi gila.","If I had lost someone close, I'd say it's only a phase wake up zone, ahhhhhhh shit, let's go!!"
642,sadness,"[USERNAME] kalo gue sik emang abis kehilangan seseorang yang deket, ya bisa dibilang cuman tahap bangunin sahur-zone lah, ahhhhhhh sial, tayo tayo!!! bener apa kata u bang emang jadi gila.","[USERNAME] If I had lost someone close, I'd say it was just the wake-up call, ahhhhhhh shit, come on!!!"
643,anger,[USERNAME] [USERNAME] Inilah Contoh Manusia Yg Buta Matanya.Udh Tau Ok Oce Dn Dp 0% Hanya tipu Muslihat.Mau Di Bilang Ada Paktanya.Udh Ga Waras Ya Loe.,[USERNAME] [USERNAME] This is the example of the Blind Man.
644,anger,[USERNAME] sulitlah dipercaya ocehan si rusdi nasution penjaga toko mas [USERNAME] kimak tukang bikin hoax ini.. Tarkul aja sana ko lae nasution,[USERNAME] Unbelievable.
645,fear,"Buat teman teman yang kuliah di bidang kesehatan, pernah ga sih kalian ngerasa insecure sama masa depan? Contohnya gini: gue kadang ngerasa was was gitu, apakah nanti dimasa depan gue akan menjadi dokter yg capable?","For example, I sometimes felt like I was, but in the future I was going to become a capable doctor?"
646,fear,"[USERNAME] [USERNAME] Biar saja mereka, asal jangan kita. Naudzubillah berat pertanggung-jawabannya. Yg jelas gelar, tahta, harta, kedudukan / jabatan ""TIDAK DIBAWA MATI"" semua akan jadi 1 panggilan akhir yg melekat yakni alm. / almh.","[USERNAME] [USERNAME] Let them, if not us."
647,happy,"Dulu dapet tugas kuliah translate 1-2 halaman waktu seminggu aja udah sambat ga abis2 tiap hari. Sekarang, dihajar translate berhalam halaman dengan deadline less than 12 hours.... Tentu hanya BU lah motivasi dan penyemangatku saat ini hehe","I used to get a 1-2-page translate course a week and I'd get hit every day, right now, with less than 12-hour deadlines... of course it's just my motivation and encouragement right now."
648,sadness,Kalo udah tengah malem gini otak sama hati kok rasanya empty bgt. Saking emptynya sampe ngejurnaling soal kepatah hatian. Eleuh eleuh luka kok dibanggain muluk sik neng,"When you're this brainy, it's so empty, it's so empty that you're talking about heartbreak."
649,happy,"Terkadang teman saja tidak cukup, kamu juga membutuhkan keluarga di tanah rantau. Thankyou for being my second family here guys, cuma di depan kalian aku bisa ketawa puas dan gak jaim.","Sometimes friends aren't enough, you also need a family on the ground, thanks to you for being my second family here guys, just in front of you guys."
650,sadness,"seharusnya saya paham, saya hanya sekedar diizinkan bertamu dan bercerita. bukan untuk menulis hal baru dari kertas yang ada, saya hanya sekedar untuk menceritakan dari buku yang sudah saya bawa ketika buku itu sampai dihalaman terbaik ya sudah habis waktu saya dan harus pamit.","I should have understood, I was only allowed to visit and tell stories. Not to write new things from the paper, I just wanted to tell you from the book that I brought back when it came to the best page. Yeah, it was over and I had to say good-bye."
651,sadness,"tapi tidak, saya malah lebih memilih bercerita baru dan lebih banyak namun waktu mengizinkan saya untuk tau sampai mana tinta itu habis dan sampai mana buku itu akan ditutup kembali. tepat beberapa hari lalu, buku itu harus ditutup dan saya harus bergegas pamit.","But no, I prefer new stories and more but time allows me to know where the ink is and where it will be closed. Exactly a few days ago, the book had to be closed and I had to hurry and say good-bye."
652,happy,"Eheheheh ini apasih dari minggu kemaren tema semesta saya soal nikah. Ga kepemgen sih,tp ya kalo diliatin mulu soal yg begitu, kan saya jadi kepo........ternyata.....seru juga kalo diliat",Eheheheh this is from last week's theme of my universe of marriage.
653,happy,"biar pulpen itu menjadi kenangan dan ingatan bahwa saya pernah datang untuk bertamu dan bercerita hingga menulis. senyum yang tidak akan pernah hilang dan tawa yang selalu akan saya ingat, terima kasih. mari kita menutup hal itu dengan lagu ini : [URL]","Let the pen be the memory and memory that I've come to visit and tell stories until I write. The smile that will never be lost and the laughter that I will always remember, thank you. Let's close it with this song : [URL]"
654,anger,namanya jg org sirik dengki yah gitu deh skrg mah hidup cuma bs berharap Tuhan Yesus kasihan sm gw aja ..krn hidup aja singkat gini..gw jg ga jahat sm org..malah org2 pd jahat sm gw masa cuma pingin pindah ke Kanada aja dibilang ngayal ketinggian omg ..very confused me,"fontcolor="" # FFFF00""'S name isjealous fontcolor="" # FFFF00""yes fontcolor="" # FFFF00""nowyou'realive fontcolor="" # FFFF00""ifyoucan onlyhopeGod fontcolor="" # FFFF00""Icannotlive fontcolor="" # FFFF00""justlive fontcolor="" # FFFF00""lookat this fontcolor="" # FFFF00""snotso bad fontcolor="" # FFFF00""thenyoucanlivebad fontcolor="" # FFFF00""whenIjustwantto moveto Canada fontcolor="" # FFFF00""everconfirmedme"
655,love,Jika kasmaran adalah narkotik. Maka kau adalah bandarnya. Dan aku bagaikan pecandu yang rela menggadaikan jiwa demi menatap matamu sekali lagi. Garis Waktu [USERNAME] Pengen ngetag nama orang. Hanya saja... Ah Sudahlah,"If love is drugs, then you're the dealer, and I'm like a junkie who's willing to mortgage his soul to look into your eyes one more time."
656,anger,ya elah gw jg ga mau kog hidup di tngh2 kelilingin sodara2 mama gw yg jahat sirikan gila jahat dengki bocengli najisin bgt ga sudi ..gw ttep hrs pindah ke Kanada sm hubby gw yg udah mapan n mature donk,"Yeah, I don't want to live in the neighborhood, too. My evil mom."
657,anger,Wah keliatan Gobloknya Kalau bgtu bangsa kita. Masa Waste System hanya tempat sampah dari jerman [USERNAME] [USERNAME] [USERNAME] Tolong gub+wagub temuin Mas [USERNAME] Sy sudah berikan konsep penanganan sampah scr integrated ke Beliau. Rencana sy presentasikan [URL],It's so stupid if it's our people. Waste System is just a German trash can [USERNAME] [USERNAME] [USERNAME] [USERNAME] Please gub+wagob meets Ms [USERNAME] Sy already gave him the concept of handling garbage integrated to her.
658,love,"Rindu ini mulai mencair, sebentar lagi menguap. Peluklah kasih, erat. Pasrah seakan jiwa kita ikut terbawa.~Tunaikan. #twittmalam #twittrindu","The missing is starting to melt, soon to evaporate, embrace love, tightly, as if our souls were being carried away. #twittnight #twittrindu"
659,sadness,"Kadang suka miris liat jalan di daerah2 ""pelosok"" yg dibangun sama Pemerintah Pusat. Gak nyediain pedestrian pisan.","Sometimes it's like seeing the streets of the locals built by the Central Government, not doing business with the pedestrians."
660,sadness,"Baru tau, ada suami yang segitu cemburuannya. Isterinya ada tanda bekas digigit nyamuk, dituduh abis dicupang orang lain... [URL]","Just found out, there's a husband who's so jealous, his wife has a mark of being bitten by a mosquito, accused of being propped up by someone else... [URL]"
661,anger,"[USERNAME] biasanya jam segini sinyal bagus... Nah ini tetap aka buruk, Sama kayak d siang hari.... Semakin hari Kualitas Sinyal Smkin kacauu","[USERNAME] It's usually a good signal at this hour... so it's still bad, just like during the day...."
662,love,"Alasan nama ria dan manusia bernama ria ini ada adalah tertawa walaupun dalam keadaan sedih sekalipun.kata 2 org tua itu.thanks God, i cintad them.","The reason these happy names and people are there is to laugh even in that sad state. The parents said.thanks God, i loved them."
663,happy,"Kerja kantoran di Malang itu rejeki. Jadi seksi sibuk utk temen-temen yg mudik ke Malang, setaun ga mesti bs pulang sekali itu rejeki. Rejeki yg susah dinilai pake nominal gaji segede apapun.. Alhamdulillah.","Unfortunate office work is a drag, so busy hot for poor friends, when you don't have to go home once it's fun, hard-to-get Reject with nominal salary at all, Alhamdulillah."
